Origen,1. Disfruto estar rodeado de mucha gente.,2. Me resulta fácil iniciar conversaciones con desconocidos.,3. Prefiero pasar mi tiempo libre socializando en vez de estar solo.,4.  Me siento con energía después de asistir a una reunión social.,5.  Suelo ser quien toma la iniciativa para organizar planes con amigos.,6. Mantengo la calma incluso en situaciones de presión.,7. Rara vez me siento ansioso o preocupado sin motivo claro.,8. No me afectan demasiado las críticas de los demás.,9.  Puedo controlar mis emociones incluso cuando algo me molesta.,10. Me recupero rápido después de una situación estresante.,"11. Me gusta probar cosas nuevas, aunque impliquen riesgo.",12. Disfruto pensar en ideas abstractas o poco convencionales.,13. Me considero una persona curiosa e imaginativa.,14. Me interesa aprender sobre temas que no conozco.,"15.  Disfruto el arte, la música o la literatura poco convencional.",16. Planeo mis actividades con anticipación.,17. Cumplo con mis responsabilidades sin necesidad de que me lo recuerden.,18. Me gusta mantener el orden en mi espacio y en mis tareas.,"19. Termino lo que empiezo, aunque me tome tiempo.",20. Pienso bien las cosas antes de actuar.,21. Me preocupo genuinamente por el bienestar de los demás.,22. Prefiero cooperar antes que competir con otras personas.,23. Suelo confiar en las intenciones de las personas.,24.  Trato de ser comprensivo(a) incluso cuando alguien comete un error.,25.  Me resulta fácil perdonar a las personas.
Sintetico,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,De acuerdo
Sintetico,Neutral,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,Neutral,En desacuerdo
Sintetico,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral
Sintetico,En desacuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,En desacuerdo
Sintetico,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo
Sintetico,Neutral,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo
Sintetico,Neutral,Totalmente en desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo
Sintetico,Neutral,De acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Neutral,Totalmente en desacuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral
Sintetico,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo
Sintetico,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
Sintetico,Neutral,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,Neutral,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo
Sintetico,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo
Sintetico,De acuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,En desacuerdo
Sintetico,En desacuerdo,Neutral,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo
Sintetico,De acuerdo,De acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo
Sintetico,En desacuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo
Sintetico,De acuerdo,Neutral,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral
Sintetico,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,Totalmente de acuerdo
Sintetico,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
Sintetico,Neutral,Neutral,Neutral,De acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo
Sintetico,Neutral,De acuerdo,En desacuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,Neutral,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo
Sintetico,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,Totalmente en desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo
Sintetico,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral,En desacuerdo
Sintetico,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo
Sintetico,En desacuerdo,Neutral,Totalmente en desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo
Sintetico,De acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,De acuerdo
Sintetico,Neutral,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,En desacuerdo
Sintetico,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo
Sintetico,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente en desacuerdo,En desacuerdo
Sintetico,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,Neutral,De acuerdo
Sintetico,Neutral,Totalmente en desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo
Sintetico,Neutral,Totalmente en desacuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo
Sintetico,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo
Sintetico,En desacuerdo,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo
Sintetico,Neutral,Neutral,Neutral,Totalmente en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo
Sintetico,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo
Sintetico,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo
Sintetico,Neutral,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,En desacuerdo
Sintetico,Totalmente en desacuerdo,Neutral,Neutral,Neutral,Neutral,De acuerdo,Totalmente en desacuerdo,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
Sintetico,En desacuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Totalmente en desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo
Sintetico,Neutral,De acuerdo,Neutral,En desacuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo
Sintetico,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,Neutral,Totalmente en desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo
Sintetico,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral
Sintetico,En desacuerdo,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente en desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
Sintetico,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo
Sintetico,Neutral,Neutral,Neutral,En desacuerdo,En desacuerdo,Neutral,Totalmente en desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo
Sintetico,Neutral,Totalmente de acuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo
Sintetico,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,En desacuerdo
Sintetico,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,En desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Neutral,En desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral
Sintetico,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral
Sintetico,De acuerdo,De acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,En desacuerdo,De acuerdo,De acuerdo
Sintetico,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Neutral
Sintetico,En desacuerdo,En desacuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Neutral
Sintetico,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,Neutral,Neutral
Sintetico,Neutral,En desacuerdo,Neutral,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Neutral,De acuerdo,Neutral,En desacuerdo,Neutral,Neutral,En desacuerdo,Neutral,Neutral
Sintetico,En desacuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,En desacuerdo,En desacuerdo,Totalmente de acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Neutral,En desacuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo
Sintetico,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,En desacuerdo,Totalmente de acuerdo,En desacuerdo,Neutral,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo
Sintetico,En desacuerdo,Neutral,En desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,En desacuerdo,De acuerdo,En desacuerdo
Sintetico,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,De acuerdo,Totalmente en desacuerdo,Neutral,Neutral,Neutral,Neutral,En desacuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Neutral
Sintetico,Neutral,De acuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral
Sintetico,En desacuerdo,De acuerdo,Neutral,Neutral,Totalmente en desacuerdo,En desacuerdo,En desacuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Neutral,De acuerdo,Neutral,En desacuerdo,En desacuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo
Sintetico,En desacuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente en desacuerdo,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,Neutral
Sintetico,Neutral,En desacuerdo,Neutral,Totalmente en desacuerdo,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,De acuerdo,De acuerdo,Neutral,Neutral,Neutral,Neutral,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,De acuerdo,En desacuerdo
Sintetico,De acuerdo,Neutral,De acuerdo,Neutral,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente en desacuerdo,En desacuerdo,Neutral,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Neutral,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo
Sintetico,Neutral,Totalmente de acuerdo,Totalmente en desacuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,En desacuerdo,Totalmente de acuerdo,De acuerdo,Neutral,En desacuerdo,De acuerdo,Neutral,En desacuerdo,Neutral,Neutral,Neutral,De acuerdo,Neutral,De acuerdo,De acuerdo,Neutral,De acuerdo,De acuerdo
Sintetico,Neutral,En desacuerdo,En desacuerdo,Neutral,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Neutral,Neutral,Totalmente de acuerdo,De acuerdo,De acuerdo,Totalmente de acuerdo,Neutral,De acuerdo,De acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Neutral,Neutral,Neutral,De acuerdo
Sintetico,Neutral,Totalmente en desacuerdo,Neutral,En desacuerdo,De acuerdo,En desacuerdo,Neutral,Neutral,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,Totalmente de acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Neutral,Totalmente de acuerdo,Neutral
Sintetico,En desacuerdo,Totalmente en desacuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De acuerdo,Neutral,Neutral,Neutral,De acuerdo,Neutral,Neutral,En desacuerdo,Neutral,En desacuerdo,En desacuerdo,Neutral,Neutral,Neutral,Neutral,Neutral,De acuerdo
